region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Chicago,2020-03-15 0:00,Conventional ,1.51,843714.88,121050.09,197798.73,31245.08,493620.98,183264.75,309942.79,413.44
Cincinnati/Dayton,2020-03-15 0:00,Conventional ,1.33,368203.59,82688.27,14576.94,9564.5,261373.88,230662.23,29517.96,1193.69
Columbus,2020-03-15 0:00,Conventional ,1.21,285293.29,71904.89,14401.46,2039.35,196947.59,165755.27,30753.12,439.2
Dallas/Ft. Worth,2020-03-15 0:00,Conventional ,0.9,1986094.8,871696.41,181235.11,7668.05,925495.23,644035.41,281231.45,228.37
Denver,2020-03-15 0:00,Conventional ,1.13,1264191.57,237735.84,139127.07,3811.58,883517.08,258381.5,605477.01,19658.57
Detroit,2020-03-15 0:00,Conventional ,1.29,581216.34,129777.28,37283.55,42342.72,371812.79,334419.08,32961.62,4432.09
Grand Rapids,2020-03-15 0:00,Conventional ,1.58,216748.14,48941.28,52663.55,44172.59,70970.72,54410.26,6683.61,9876.85
Great Lakes,2020-03-15 0:00,Conventional ,1.28,4830621.81,1064981.6,674083.02,217222.67,2874334.52,2040386.12,794392.61,39555.79
Harrisburg/Scranton,2020-03-15 0:00,Conventional ,1.11,429187.39,135787,143139.76,196.03,150064.6,121484.78,25486.49,3093.33
Hartford/Springfield,2020-03-15 0:00,Conventional ,1.49,434088.92,13931.88,328791.92,303.41,91061.71,68780.02,20502.8,1778.89
Houston,2020-03-15 0:00,Conventional ,0.82,1765194.4,797236.98,158052.73,1245.53,808659.16,245389.27,552077.5,11192.39
Indianapolis,2020-03-15 0:00,Conventional ,1.19,314322.28,87595.1,33690.68,4333.29,188703.21,174736.95,12231.2,1735.06
Jacksonville,2020-03-15 0:00,Conventional ,1.08,277685.72,105335.78,9203.64,185.64,162960.66,51200.25,111737.12,23.29
Las Vegas,2020-03-15 0:00,Conventional ,0.98,485946.36,67779.58,51397.17,55.35,366714.26,116204.22,249190.81,1319.23
Los Angeles,2020-03-15 0:00,Conventional ,1.24,3552073.74,890592.23,91771.74,87468.29,2482241.48,1626507.22,734792.03,120942.23
Louisville,2020-03-15 0:00,Conventional ,1.04,155342.41,41416.48,10083.9,96.94,103745.09,81022.91,22718.85,3.33
Miami/Ft. Lauderdale,2020-03-15 0:00,Conventional ,1.09,1229956.2,529842.7,48237.29,366.09,651510.12,197982.14,453468.09,59.89
Midsouth,2020-03-15 0:00,Conventional ,1.13,5118659.54,1684182.37,983391.45,10105.65,2440980.07,1732008.7,686494.82,22476.55
Nashville,2020-03-15 0:00,Conventional ,0.96,372081.93,137090.81,8303.13,11.99,226676,199324.87,27325.03,26.1
New Orleans/Mobile,2020-03-15 0:00,Conventional ,1,423012.36,199354.63,14232.63,7,209418.1,153951.31,47100.13,8366.66
New York,2020-03-15 0:00,Conventional ,1.52,2244410.56,67897.36,1273352.89,1971.82,901188.49,679619.6,215650.23,5918.66
Northeast,2020-03-15 0:00,Conventional ,1.38,6608332.95,563551.77,3527196.33,10421.57,2507163.28,1892257.08,577522.54,37383.66
Northern New England,2020-03-15 0:00,Conventional ,1.28,693676.74,50613.42,480076.68,165.55,162821.09,114909.87,41823.18,6088.04
Orlando,2020-03-15 0:00,Conventional ,1.06,666212.61,287744.29,17759.39,130.57,360578.36,141993.31,218469.5,115.55
Philadelphia,2020-03-15 0:00,Conventional ,1.22,742606.53,84664.43,318244.62,352.65,339344.83,270504.99,65487.62,3352.22
Phoenix/Tucson,2020-03-15 0:00,Conventional ,0.87,1615386.29,404523.77,206796.33,5993.47,998072.72,278457.32,719554.19,61.21
Pittsburgh,2020-03-15 0:00,Conventional ,1.35,153946.34,46898.25,11802.41,338.69,94906.99,39812.65,55094.34,0
Plains,2020-03-15 0:00,Conventional ,1.22,2515256.91,954513.14,476428.63,2308.65,1082006.49,838466.79,170187.16,73352.54
Portland,2020-03-15 0:00,Conventional ,1.36,783929.2,82537.78,95474.71,2955.35,602936.53,325583.86,251053.42,26299.25
Raleigh/Greensboro,2020-03-15 0:00,Conventional ,1.11,531418.55,239764.6,78486.96,1693.18,211473.81,118617.3,92843.85,12.66
Richmond/Norfolk,2020-03-15 0:00,Conventional ,0.89,471085.43,160661.6,80794.63,683.35,228945.85,173559.3,48507.76,6878.79
Roanoke,2020-03-15 0:00,Conventional ,0.92,257788.24,91875.37,26240.75,67.06,139605.06,100170.28,37563.53,1871.25
Sacramento,2020-03-15 0:00,Conventional ,1.5,581877.89,169817.37,213813.9,1626.82,196619.8,111285.44,78373.83,6960.53
San Diego,2020-03-15 0:00,Conventional ,1.19,776125.56,112324.11,29577.33,9419.78,624804.34,412554.25,207071.02,5179.07
San Francisco,2020-03-15 0:00,Conventional ,1.63,1081607.55,251516.96,258946.57,3630.07,567513.95,177682.94,334299.53,55531.48
Seattle,2020-03-15 0:00,Conventional ,1.76,626458.65,78413.34,76664.9,283.87,471096.54,259676.04,210845.64,574.86
South Carolina,2020-03-15 0:00,Conventional ,1.08,637234.49,280546.92,53466.62,729.88,302491.07,210597.74,91683.96,209.37
South Central,2020-03-15 0:00,Conventional ,0.91,9026771.84,3885535.95,895035.44,63214.62,4182985.83,2541026.52,1547495.13,94464.18
Southeast,2020-03-15 0:00,Conventional ,1.05,6759933.38,2958161.46,268786.1,2341.67,3530644.15,1872416.42,1650977.94,7249.79
Spokane,2020-03-15 0:00,Conventional ,1.49,113859.82,21301.81,9966.48,104.3,82487.23,51647.61,30809.96,29.66
St. Louis,2020-03-15 0:00,Conventional ,1.26,246899.27,100906.71,12573.48,418.71,133000.37,113745,2172.55,17082.82
Syracuse,2020-03-15 0:00,Conventional ,1.23,112159.95,8103.34,44090.67,859.27,59106.67,46080.08,11831.04,1195.55
Tampa,2020-03-15 0:00,Conventional ,1.04,716129.49,290908.2,23436.31,352.71,401432.27,131986.69,269418.91,26.67
Total U.S.,2020-03-15 0:00,Conventional ,1.16,51540125.03,14968568.53,8766717.02,452355.38,27352451.88,16100499.57,10631015.21,620937.1
West,2020-03-15 0:00,Conventional ,1.12,9012636.67,1910414.83,1004165.09,32842.92,6065181.61,2426321.25,3519359.32,119501.04
West Tex/New Mexico,2020-03-15 0:00,Conventional ,0.95,1180899.87,460868.79,112752.2,30449.05,576829.83,336194.42,239062.75,1572.66
Albany,2020-03-15 0:00,Organic,1.54,3875.67,58.47,403.2,0,3414,1579.38,1834.62,0
Atlanta,2020-03-15 0:00,Organic,1.49,45501.48,222.22,4197.36,0,41081.9,22113.65,18968.25,0
Baltimore/Washington,2020-03-15 0:00,Organic,1.46,63574.13,423.64,6486.82,17,56646.67,54500.76,2145.91,0
Boise,2020-03-15 0:00,Organic,1.94,5568.34,1.35,655.38,9.44,4902.17,2560.23,2341.94,0
Boston,2020-03-15 0:00,Organic,1.86,39102.1,76.33,2542.1,0,36483.67,30749.99,5733.68,0
Buffalo/Rochester,2020-03-15 0:00,Organic,1.34,14029.9,495.76,289.15,0,13244.99,7452.01,5792.98,0
California,2020-03-15 0:00,Organic,2.04,437620.84,36351.68,35693.57,32.32,365543.27,270425.52,95117.75,0
Charlotte,2020-03-15 0:00,Organic,1.46,22202.77,120.58,4907.15,57.02,17118.02,5193.97,11924.05,0
Chicago,2020-03-15 0:00,Organic,1.99,47346.67,576.23,4017.61,0,42752.83,37971.64,4781.19,0
Cincinnati/Dayton,2020-03-15 0:00,Organic,1.48,40530.12,91,2541.81,0,37897.31,23684.49,14212.82,0
Columbus,2020-03-15 0:00,Organic,1.31,27353.96,747.51,941.25,0,25665.2,20206.77,5458.43,0
Dallas/Ft. Worth,2020-03-15 0:00,Organic,1.37,52972.01,3724.97,127.68,543.33,48576.03,45172.7,3403.33,0
Denver,2020-03-15 0:00,Organic,1.52,48029.15,4049.51,1294.72,27.07,42657.85,42432.79,225.06,0
Detroit,2020-03-15 0:00,Organic,1.33,57517.66,421.33,2821.39,0,54262.63,42097.68,12164.95,0
Grand Rapids,2020-03-15 0:00,Organic,0.9,25547.89,4.43,1672.71,0,23870.75,23558.79,311.96,0
Great Lakes,2020-03-15 0:00,Organic,1.4,366263.59,5883.17,19665.51,9.48,340625.96,280485.57,60140.39,0
Harrisburg/Scranton,2020-03-15 0:00,Organic,1.38,18888.08,649.67,458.09,0,17780.32,17241.92,538.4,0
Hartford/Springfield,2020-03-15 0:00,Organic,2.13,15724.77,468.06,8421.75,0,6834.96,6717.59,117.37,0
Houston,2020-03-15 0:00,Organic,1.63,33993.66,5582.03,158.41,2.28,28250.94,28238.3,12.64,0
Indianapolis,2020-03-15 0:00,Organic,1.4,16329.3,388.2,842.26,0,15098.84,10762.38,4336.46,0
Jacksonville,2020-03-15 0:00,Organic,1.17,5122.12,109.44,283.02,0,4729.66,4729.66,0,0
Las Vegas,2020-03-15 0:00,Organic,1.59,10881.67,550.43,525.85,0,9805.39,9696.23,109.16,0
Los Angeles,2020-03-15 0:00,Organic,2.1,187548.61,11473.26,3680.99,1.64,172392.72,108462.15,63930.57,0
Louisville,2020-03-15 0:00,Organic,1.13,12007.53,7.28,877.33,0,11122.92,8325.76,2797.16,0
Miami/Ft. Lauderdale,2020-03-15 0:00,Organic,1.21,18949.73,948.59,6.79,0,17994.35,17991.02,3.33,0
Midsouth,2020-03-15 0:00,Organic,1.46,291154.92,2852.41,33763.36,262.65,254276.5,197163.6,57112.9,0
Nashville,2020-03-15 0:00,Organic,1.51,14768.8,72.56,1341.73,0,13354.51,6648.4,6706.11,0
New Orleans/Mobile,2020-03-15 0:00,Organic,1.33,8455.72,198.83,1,0,8255.89,6895.41,1360.48,0
New York,2020-03-15 0:00,Organic,1.92,108261.31,20598.29,18855.62,1.79,68805.61,61983.79,6821.82,0
Northeast,2020-03-15 0:00,Organic,1.72,329301.14,30168.15,40523.64,3.16,258606.19,210504.85,48101.34,0
Northern New England,2020-03-15 0:00,Organic,1.69,33566.29,61.56,934.02,0,32570.71,16159.61,16411.1,0
Orlando,2020-03-15 0:00,Organic,1.16,13239.4,169.83,2.39,0,13067.18,13063.85,3.33,0
Philadelphia,2020-03-15 0:00,Organic,1.76,34158.86,3251.14,4410.68,0,26497.04,22741.77,3755.27,0
Phoenix/Tucson,2020-03-15 0:00,Organic,1.6,22312.33,2245.18,1054.46,0,19012.69,18885.42,127.27,0
Pittsburgh,2020-03-15 0:00,Organic,1.23,26360.29,2370.23,20.66,0,23969.4,23969.4,0,0
Plains,2020-03-15 0:00,Organic,1.6,74728.1,8099.33,6519.79,41.21,60067.77,46906.82,13160.95,0
Portland,2020-03-15 0:00,Organic,2.05,52357.8,207.2,6553.59,1.73,45595.28,19289.3,26304.06,1.92
Raleigh/Greensboro,2020-03-15 0:00,Organic,2.07,21297.52,974.96,3887.47,89.62,16345.47,12394.92,3950.55,0
Richmond/Norfolk,2020-03-15 0:00,Organic,1.4,25824.57,27.78,2108.49,9.23,23679.07,20981.77,2697.3,0
Roanoke,2020-03-15 0:00,Organic,1.14,18435.47,52.77,1326.83,0,17055.87,12413.1,4642.77,0
Sacramento,2020-03-15 0:00,Organic,1.75,24996.16,4875.16,5060.02,1.41,15059.57,15031.55,28.02,0
San Diego,2020-03-15 0:00,Organic,2.34,37445.42,1266.7,1313.43,1.72,34863.57,16014.5,18849.07,0
San Francisco,2020-03-15 0:00,Organic,1.98,95518.17,10562.88,12064.75,13.42,72877.12,72819.13,57.99,0
Seattle,2020-03-15 0:00,Organic,1.93,98257.56,456.43,16099.15,17.08,81684.9,18269.88,63365.39,49.63
South Carolina,2020-03-15 0:00,Organic,1.68,24348.08,504.07,4094.29,36.95,19712.77,10096.88,9615.89,0
South Central,2020-03-15 0:00,Organic,1.48,215192.03,16713.92,2315.9,4867.18,191295.03,176163.82,15131.21,0
Southeast,2020-03-15 0:00,Organic,1.38,187998.17,3010.54,12961.77,39.12,171986.74,128140.3,43846.44,0
Spokane,2020-03-15 0:00,Organic,2.08,6001.64,69.53,621.46,0,5310.65,3321.22,1989.43,0
St. Louis,2020-03-15 0:00,Organic,2.06,12415.9,1943.48,2584.14,15.77,7872.51,3467.68,4404.83,0
Syracuse,2020-03-15 0:00,Organic,1.47,4956.54,145.38,120.38,0,4690.78,2822.86,1867.92,0
Tampa,2020-03-15 0:00,Organic,1.16,13494.22,162.34,0,0,13331.88,13331.88,0,0
Total U.S.,2020-03-15 0:00,Organic,1.66,2278473.29,118431.74,186208.86,6453.38,1967299.84,1521407.28,445840.08,52.48
West,2020-03-15 0:00,Organic,1.8,376214.58,15352.53,34765.33,1198.27,324898.45,211616.88,113229.09,52.48
West Tex/New Mexico,2020-03-15 0:00,Organic,1.62,28102.4,864.02,681.82,3034.14,23522.42,22948.56,573.86,0
Albany,2020-03-22 0:00,Conventional ,1.29,182491.92,13928.75,131063.16,197,37303.01,22595.9,13209.33,1497.78
Atlanta,2020-03-22 0:00,Conventional ,1.02,907780.4,387374.32,31124.3,80.13,489201.65,418455.7,70715.7,30.25
Baltimore/Washington,2020-03-22 0:00,Conventional ,1.41,1194384.67,235185.65,428390.7,1296.84,529511.48,291960.08,232007.81,5543.59
Boise,2020-03-22 0:00,Conventional ,1.17,143357.23,39581.01,7286.63,1217.3,95272.29,55214.66,28368,11689.63
Boston,2020-03-22 0:00,Conventional ,1.52,824190.42,29147.28,518502.49,509.82,276030.83,207859.21,64742.29,3429.33
Buffalo/Rochester,2020-03-22 0:00,Conventional ,1.23,199662.94,15230.87,54033.05,2326.57,128072.45,96734.57,28832.33,2505.55
California,2020-03-22 0:00,Conventional ,1.39,6076217.22,1849049.45,743511.25,112215.16,3371441.36,1733154.07,1493964.86,144322.43
Charlotte,2020-03-22 0:00,Conventional ,1.24,366466.57,154244.15,58300.77,1715.39,152206.26,110647.76,41512.71,45.79
Chicago,2020-03-22 0:00,Conventional ,1.49,821435.41,132120.62,211761.62,32990.38,444562.79,198579.37,245921.1,62.32
Cincinnati/Dayton,2020-03-22 0:00,Conventional ,1.12,378854.12,83659.76,14582.81,7986.82,272624.73,232692.64,39682.38,249.71
Columbus,2020-03-22 0:00,Conventional ,1.07,276681.77,74110.82,12105.8,1825.55,188639.6,161440.28,26848.15,351.17
Dallas/Ft. Worth,2020-03-22 0:00,Conventional ,0.89,2019907.18,892447.39,200250.5,5895.1,921314.19,640930.88,280257.32,125.99
Denver,2020-03-22 0:00,Conventional ,1.18,1176425.17,232973.65,120924.01,3421.35,819106.16,222242.78,579404.9,17458.48
Detroit,2020-03-22 0:00,Conventional ,1.13,616455.72,153344.29,41828.63,38478.96,382803.84,352261.61,28552.83,1989.4
Grand Rapids,2020-03-22 0:00,Conventional ,1.55,212203.19,47071.13,59397.9,42130.47,63603.69,49750.04,6613.63,7240.02
Great Lakes,2020-03-22 0:00,Conventional ,1.2,4943041.42,1126878.49,728451.62,207752.51,2879958.8,2092330.21,760705.43,26923.16
Harrisburg/Scranton,2020-03-22 0:00,Conventional ,1.13,423734.22,129650.43,153514.61,261.11,140308.07,102041.97,34732.77,3533.33
Hartford/Springfield,2020-03-22 0:00,Conventional ,1.5,429038.43,13085.37,326107.29,324.03,89521.74,65666.04,22043.48,1812.22
Houston,2020-03-22 0:00,Conventional ,0.86,1742649.52,773304.2,199792.26,1423.46,768129.6,360182.97,399572.58,8374.05
Indianapolis,2020-03-22 0:00,Conventional ,1.06,329262.47,97264.59,30960.62,4159.27,196877.99,182880.64,13494.18,503.17
Jacksonville,2020-03-22 0:00,Conventional ,1.11,290118.36,118739.36,9098.67,231.21,162049.12,49100.85,112941.6,6.67
Las Vegas,2020-03-22 0:00,Conventional ,1.03,420565.2,78235.13,48968.97,70.75,293290.35,87188.05,195715.96,10386.34
Los Angeles,2020-03-22 0:00,Conventional ,1.3,2843211.59,925188.84,80038.24,84063.3,1753921.21,986882.09,657873.35,109165.77
Louisville,2020-03-22 0:00,Conventional ,1.09,143601.96,41131.91,10119.46,117.85,92232.74,71238.43,20983.11,11.2
Miami/Ft. Lauderdale,2020-03-22 0:00,Conventional ,1.11,1308921.25,585953.33,45060.7,679.81,677227.41,198337.23,478862.89,27.29
Midsouth,2020-03-22 0:00,Conventional ,1.17,4770988.98,1554008.04,929421.02,8066.66,2279493.26,1584181.25,675863.42,19448.59
Nashville,2020-03-22 0:00,Conventional ,0.97,353686.02,132525.33,7680.31,30.75,213449.63,187445.2,25972.24,32.19
New Orleans/Mobile,2020-03-22 0:00,Conventional ,0.97,369923.68,193083.93,13684.59,13.06,163142.1,116518.65,38746.79,7876.66
New York,2020-03-22 0:00,Conventional ,1.57,2025257.89,72474.99,1114573.06,975.37,837234.47,590663.57,240184.23,6386.67
Northeast,2020-03-22 0:00,Conventional ,1.43,6256808.81,530457.78,3400038.92,10004.08,2316308.03,1640144.14,641614.28,34549.61
Northern New England,2020-03-22 0:00,Conventional ,1.3,682029.66,51539.94,455278.19,127.9,175083.63,125548.96,44708.43,4826.24
Orlando,2020-03-22 0:00,Conventional ,1.08,719787.23,330168.7,18780.74,156,370681.79,155482.47,215183.76,15.56
Philadelphia,2020-03-22 0:00,Conventional ,1.36,642833.44,83061.22,263456.46,472.93,295842.83,214013.61,78347,3482.22
Phoenix/Tucson,2020-03-22 0:00,Conventional ,0.83,1559597.93,490963.83,191059.35,5795.86,871778.89,225725.82,640831.47,5221.6
Pittsburgh,2020-03-22 0:00,Conventional ,1.35,144916.02,37862.98,20288.31,378.44,86386.29,37328.1,49058.19,0
Plains,2020-03-22 0:00,Conventional ,1.21,2565738.27,1035083.86,487299.13,2565.09,1040790.19,791404.43,184324.61,65061.15
Portland,2020-03-22 0:00,Conventional ,1.24,864578.9,79528.64,121175.52,2825.2,661039.79,332991.92,307252.71,20795.16
Raleigh/Greensboro,2020-03-22 0:00,Conventional ,1.17,457030.49,203058.5,69534.38,1360.56,183077.05,104709.34,78367.71,0
Richmond/Norfolk,2020-03-22 0:00,Conventional ,0.99,409457.08,123096.86,72190.95,561.36,213607.91,165448.81,42422.43,5736.67
Roanoke,2020-03-22 0:00,Conventional ,1.02,238521.26,77741.78,24752.74,53.63,135973.11,100014.16,34545.62,1413.33
Sacramento,2020-03-22 0:00,Conventional ,1.51,475948.96,153027.89,158822.83,1767.39,162330.85,86004.85,73436.08,2889.92
San Diego,2020-03-22 0:00,Conventional ,1.32,550646.82,120779.35,25294.24,9826.45,394746.78,211574.94,178024.69,5147.15
San Francisco,2020-03-22 0:00,Conventional ,1.67,867674.71,195881.69,208750.1,4155.3,458887.62,155033.97,298050.61,5803.04
Seattle,2020-03-22 0:00,Conventional ,1.67,691580.74,74381.57,94872.73,482.73,521843.71,222790.18,298697.63,355.9
South Carolina,2020-03-22 0:00,Conventional ,1.11,588433.49,239334.92,47723.13,644.01,300731.43,214976.82,85723.99,30.62
South Central,2020-03-22 0:00,Conventional ,0.92,9044037.82,4027058.4,963863.56,51681.48,4001434.38,2642466.6,1274414.73,84553.05
Southeast,2020-03-22 0:00,Conventional ,1.06,6730447.52,3124791.97,256650.02,3193.38,3345812.15,1798149.12,1541122.19,6540.84
Spokane,2020-03-22 0:00,Conventional ,1.39,112218.69,19092.92,11306.52,109.09,81710.16,43113.88,38578.85,17.43
St. Louis,2020-03-22 0:00,Conventional ,1.17,266433.45,126931.34,13097.27,305.97,126098.87,108178.99,2840.09,15079.79
Syracuse,2020-03-22 0:00,Conventional ,1.3,104258.79,6484.19,49320.24,1135.93,47318.43,34234.92,12017.95,1065.56
Tampa,2020-03-22 0:00,Conventional ,1.07,747033.47,378932.88,25070.43,881,342149.16,133042.4,209094.54,12.22
Total U.S.,2020-03-22 0:00,Conventional ,1.16,48981846.51,15236174.5,8484263.47,425086.68,24836313.77,14431165.98,9912371.31,492776.48
West,2020-03-22 0:00,Conventional ,1.11,8594566.3,1988846.51,975027.96,29608.33,5601075.41,2149336.02,3340361.74,111377.65
West Tex/New Mexico,2020-03-22 0:00,Conventional ,0.98,1100474.37,476979.91,99249.46,25498.66,498746.34,308884.1,188692.18,1170.06
Albany,2020-03-22 0:00,Organic,1.51,3804.66,67.99,374.35,0,3362.32,1578.58,1783.74,0
Atlanta,2020-03-22 0:00,Organic,1.44,31833.91,235.83,3449.1,0,28148.98,23641.43,4507.55,0
Baltimore/Washington,2020-03-22 0:00,Organic,1.46,58900.54,384.73,4451.8,25.68,54038.33,50909.91,3128.42,0
Boise,2020-03-22 0:00,Organic,1.88,4409,0,569.74,0,3839.26,1111.85,2727.41,0
Boston,2020-03-22 0:00,Organic,1.93,32801.64,194.68,1330.59,0,31276.37,27222.25,4054.12,0
Buffalo/Rochester,2020-03-22 0:00,Organic,1.37,10358.38,832.16,146.28,0,9379.94,3177.49,6202.45,0
California,2020-03-22 0:00,Organic,1.94,337173.81,18839.27,27296.62,11.96,291025.96,220085.7,70940.26,0
Charlotte,2020-03-22 0:00,Organic,1.5,19492.45,157.64,4320.04,58.93,14955.84,6809.11,8146.73,0
Chicago,2020-03-22 0:00,Organic,1.79,27300.78,627.12,4035.21,0,22638.45,22441.18,197.27,0
Cincinnati/Dayton,2020-03-22 0:00,Organic,1.2,19373.11,152.43,2528.37,0,16692.31,13726.27,2966.04,0
Columbus,2020-03-22 0:00,Organic,1.14,27017.6,655.03,1058.09,0,25304.48,23180.06,2124.42,0
Dallas/Ft. Worth,2020-03-22 0:00,Organic,1.39,49582.8,4579.31,53.11,295.75,44654.63,40457.96,4196.67,0
Denver,2020-03-22 0:00,Organic,1.5,19605.82,3101.46,826.62,189.62,15488.12,15480.64,7.48,0
Detroit,2020-03-22 0:00,Organic,1.21,32805.69,465.9,2318.36,0,30012.45,26370.06,3642.39,0
Grand Rapids,2020-03-22 0:00,Organic,0.97,18804.39,18.47,2028.41,0,16757.51,16752.69,4.82,0
Great Lakes,2020-03-22 0:00,Organic,1.23,273682.46,5873.35,20159.32,7.64,247493.92,228713.76,18780.16,0
Harrisburg/Scranton,2020-03-22 0:00,Organic,1.43,17614.93,619.98,543.35,0,16451.6,15730.84,720.76,0
Hartford/Springfield,2020-03-22 0:00,Organic,2.04,13385.11,497.06,5027.61,1.35,7859.09,7760.43,98.66,0
Houston,2020-03-22 0:00,Organic,1.63,34543.63,12504.64,59.61,0,21979.38,21979.38,0,0
Indianapolis,2020-03-22 0:00,Organic,1.13,19476.15,320.78,1039.54,0,18115.83,16208.51,1907.32,0
Jacksonville,2020-03-22 0:00,Organic,1.04,4377.12,138.44,379.83,0,3858.85,3858.85,0,0
Las Vegas,2020-03-22 0:00,Organic,1.54,11243.26,752.41,464.22,0,10026.63,9361.43,665.2,0
Los Angeles,2020-03-22 0:00,Organic,1.98,143956.48,6650.97,2450.46,12.08,134842.97,87518.02,47324.95,0
Louisville,2020-03-22 0:00,Organic,1.02,12927.05,0,582.01,0,12345.04,11305.35,1039.69,0
Miami/Ft. Lauderdale,2020-03-22 0:00,Organic,1.14,17489.74,369.44,4.75,0,17115.55,17115.55,0,0
Midsouth,2020-03-22 0:00,Organic,1.47,243318.88,2805.96,28587.09,301.59,211624.24,174611.91,37012.33,0
Nashville,2020-03-22 0:00,Organic,1.47,11321.4,32.33,1248.07,0,10041,7624.4,2416.6,0
New Orleans/Mobile,2020-03-22 0:00,Organic,1.29,9811.44,420.26,0,0,9391.18,6227.35,3163.83,0
New York,2020-03-22 0:00,Organic,1.91,93316.82,12938.88,14206.53,0,66171.41,60093.57,6077.84,0
Northeast,2020-03-22 0:00,Organic,1.71,291909.3,22189.57,28315.77,4.55,241399.41,197447.75,43951.66,0
Northern New England,2020-03-22 0:00,Organic,1.7,28805.62,98.41,844.54,0,27862.67,14770.51,13092.16,0
Orlando,2020-03-22 0:00,Organic,1.11,13613.32,206.34,0,0,13406.98,13406.98,0,0
Philadelphia,2020-03-22 0:00,Organic,1.71,35558.08,2282.88,3541.47,0,29733.73,24958.99,4774.74,0
Phoenix/Tucson,2020-03-22 0:00,Organic,1.53,22178.47,2533,1093.91,0,18551.56,16542.81,2008.75,0
Pittsburgh,2020-03-22 0:00,Organic,1.2,23547.72,2377.28,3.35,0,21167.09,21167.09,0,0
Plains,2020-03-22 0:00,Organic,1.53,76946.6,20975.04,7910.37,120.62,47940.57,36594.25,11346.32,0
Portland,2020-03-22 0:00,Organic,2.06,45776.48,148.38,7206.72,0,38421.38,19553.35,18825.72,42.31
Raleigh/Greensboro,2020-03-22 0:00,Organic,1.92,18909.98,1017,3538.97,92.71,14261.3,10643.08,3618.22,0
Richmond/Norfolk,2020-03-22 0:00,Organic,1.72,16190.6,47.78,1716.94,12.43,14413.45,11410.99,3002.46,0
Roanoke,2020-03-22 0:00,Organic,1.27,12069.19,35.53,1167.48,0,10866.18,8728.44,2137.74,0
