region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
San Diego,2018-10-21 0:00,Conventional,1.22,448158.98,94465.91,160944.46,14671.69,178076.92,164696.38,11696.1,1684.44
San Francisco,2018-10-21 0:00,Conventional,1.63,752110.7,180319.42,428810.04,6324.71,136656.53,133527.29,389.01,2740.23
Seattle,2018-10-21 0:00,Conventional,1.56,457260.99,76879.19,129481.03,6988.73,243912.04,106718.3,136993.91,199.83
South Carolina,2018-10-21 0:00,Conventional,1.16,375077.54,182637.31,47834.22,2714.21,141891.8,101976.64,36528.5,3386.66
South Central,2018-10-21 0:00,Conventional,0.86,6288768.81,2637747.73,1168972.09,29734.3,2452314.69,1853602.61,587154.31,11557.77
Southeast,2018-10-21 0:00,Conventional,1.17,3656016.59,1894505.11,231105.69,21174.73,1509231.06,954287.6,509626.79,45316.67
Spokane,2018-10-21 0:00,Conventional,1.36,74245.35,18443.05,19047.6,144.79,36609.91,19479.86,17112.3,17.75
St. Louis,2018-10-21 0:00,Conventional,1.13,183735.63,78834.33,8095.57,548.2,96257.53,79245.63,17011.9,0
Syracuse,2018-10-21 0:00,Conventional,1.16,74362.5,2109.56,39918.68,75,32259.26,28988.58,3270.68,0
Tampa,2018-10-21 0:00,Conventional,1.26,360232.87,201434.28,20155.73,2102.68,136540.18,72971.93,61260.47,2307.78
West,2018-10-21 0:00,Conventional,1.13,5628578.28,1454611.72,1459993.4,123344.33,2590628.83,1144565.16,1422807.99,23255.68
West Tex/New Mexico,2018-10-21 0:00,Conventional,0.92,711690.87,306602.94,91468.21,31663.01,281956.71,183786.98,88176.39,9993.34
Total U.S.,2018-10-28 0:00,Conventional,1.01,39402226.58,12142265.3,10845124.43,549490.79,15865346.06,11437562.67,4320344.5,107438.89
Albany,2018-10-28 0:00,Conventional,1.27,93873.06,3599.51,71584.22,98,18591.33,11998.55,6592.78,0
Atlanta,2018-10-28 0:00,Conventional,0.87,679128.21,304275.53,37877.05,2415.06,334560.57,207054.51,124439.39,3066.67
Baltimore/Washington,2018-10-28 0:00,Conventional,1.22,919192.26,82444.91,501435.65,7663.83,327647.87,313147.4,14493.8,6.67
Boise,2018-10-28 0:00,Conventional,1.2,82698.85,31440.99,5015.36,7157.24,39085.26,18245.2,20829.38,10.68
Boston,2018-10-28 0:00,Conventional,1.38,558467.92,8476.72,413816.76,1611.33,134563.11,125231.39,9331.72,0
Buffalo/Rochester,2018-10-28 0:00,Conventional,1.16,154327.26,5575.43,68084.71,134.55,80532.57,71525.22,9007.35,0
California,2018-10-28 0:00,Conventional,1.1,6257515.26,2027962.51,2163653.83,102212.58,1963686.34,1838937.05,56190.19,68559.1
Charlotte,2018-10-28 0:00,Conventional,0.89,318502.81,78014.38,64924.49,5900.24,169663.7,153593.65,16070.05,0
Chicago,2018-10-28 0:00,Conventional,1.45,583851.4,119348.27,282558.35,68063.42,113881.36,103507.16,10370.87,3.33
Cincinnati/Dayton,2018-10-28 0:00,Conventional,0.97,309264.51,57631.39,26490.62,8892,216250.5,180495.05,29744.83,6010.62
Columbus,2018-10-28 0:00,Conventional,0.92,234186.85,63669.76,26703.63,2138.61,141674.85,118757.19,22868.36,49.3
Dallas/Ft. Worth,2018-10-28 0:00,Conventional,0.67,1633404.3,699877.73,209149.54,10054.69,714322.34,599937.91,111787.82,2596.61
Denver,2018-10-28 0:00,Conventional,1.04,833174.26,113322.68,174314.72,16336.84,529200.02,129483.72,399716.3,0
Detroit,2018-10-28 0:00,Conventional,0.93,524223.05,142086.02,60092.61,34831.94,287212.48,257028.79,30088.15,95.54
Grand Rapids,2018-10-28 0:00,Conventional,1.51,140749.46,2462.36,72951.6,28614.94,36720.56,23063.98,13654.92,1.66
Great Lakes,2018-10-28 0:00,Conventional,1.11,3602860.44,714641.22,924032.29,214290.94,1749895.99,1352303.04,388881.84,8711.11
Harrisburg/Scranton,2018-10-28 0:00,Conventional,1.16,274542.64,51015.87,144400.77,410.14,78715.86,76168.85,2543.68,3.33
Hartford/Springfield,2018-10-28 0:00,Conventional,1.43,333991.98,6721.29,266775.6,487.58,60007.51,58313.68,1690.63,3.2
Houston,2018-10-28 0:00,Conventional,0.73,1574068.27,541332.95,186915.49,4530.73,841289.1,712120.85,129161.59,6.66
Indianapolis,2018-10-28 0:00,Conventional,1.04,192679.25,32683.09,44077.08,4960.17,110958.91,102942.64,7759.83,256.44
Jacksonville,2018-10-28 0:00,Conventional,0.8,297921.68,159771.1,14134.13,1044.68,122971.77,39066.84,83904.93,0
Las Vegas,2018-10-28 0:00,Conventional,1.17,280682.15,59076.65,83135.96,6610.2,131859.34,68748.84,62893.83,216.67
Los Angeles,2018-10-28 0:00,Conventional,1,2903208.38,928729.95,546875.56,67959.66,1359643.21,1257500.75,43438.26,58704.2
Louisville,2018-10-28 0:00,Conventional,1.11,105679.03,23766.55,16812.87,186.55,64913.06,43868.44,20584.62,460
Miami/Ft. Lauderdale,2018-10-28 0:00,Conventional,0.78,1188870.98,765042.42,83127.24,5007.16,335694.16,139711.17,195780.76,202.23
Midsouth,2018-10-28 0:00,Conventional,1.06,3565979.13,833905.01,1062441.79,30554.45,1639077.88,1375897.78,256823.35,6356.75
Nashville,2018-10-28 0:00,Conventional,0.93,257972.25,111385.66,8986.55,341.71,137258.33,92449.53,44805.47,3.33
New Orleans/Mobile,2018-10-28 0:00,Conventional,1.06,302288.5,151637.88,21278.45,1058,128314.17,91935.19,35466.76,912.22
New York,2018-10-28 0:00,Conventional,1.36,2068381.12,45717.88,1414788.29,6532,601342.95,586624.18,14677,41.77
Northeast,2018-10-28 0:00,Conventional,1.31,4976162.62,214826.1,3295866.09,13719.87,1451750.56,1296734.74,154960.18,55.64
Northern New England,2018-10-28 0:00,Conventional,1.22,382853.91,8718.9,295441.17,745.36,77948.48,24658.18,53288.08,2.22
Orlando,2018-10-28 0:00,Conventional,0.81,641673.52,396080.49,32376.83,4329.16,208887.04,99248.89,109077.04,561.11
Philadelphia,2018-10-28 0:00,Conventional,1.27,542430.08,25230.5,336304.76,3992.64,176902.18,167672.16,9225.62,4.4
Phoenix/Tucson,2018-10-28 0:00,Conventional,0.83,1129343.49,430550.47,234151.93,14098.27,450542.82,218467.5,230053.1,2022.22
Pittsburgh,2018-10-28 0:00,Conventional,1.25,115598.44,31035.68,15851.82,1313.71,67397.23,32038.89,35358.34,0
Plains,2018-10-28 0:00,Conventional,1.1,1906298.54,708053.86,529881,17794.85,650568.83,561468.09,89099.63,1.11
Portland,2018-10-28 0:00,Conventional,1.03,640322.17,59936.34,258156.56,13500.14,308729.13,108571.87,199684.45,472.81
Raleigh/Greensboro,2018-10-28 0:00,Conventional,0.93,406782.56,93639.27,96531.84,5735.88,210875.57,192018.63,18856.94,0
Richmond/Norfolk,2018-10-28 0:00,Conventional,1.01,252272.56,66669.71,58356.82,1745.57,125500.46,101779.22,23721.24,0
Roanoke,2018-10-28 0:00,Conventional,1.07,151525.62,38851.92,31981.81,134.1,80557.79,59227.88,20689.91,640
Sacramento,2018-10-28 0:00,Conventional,1.06,547337.92,162407.14,316245.25,1429.06,67256.47,65142.21,1544.88,569.38
San Diego,2018-10-28 0:00,Conventional,1.08,521534.36,115204.1,215786.97,14735.87,175807.42,167697.55,7160.98,948.89
San Francisco,2018-10-28 0:00,Conventional,1.39,892019.9,311270.74,439915.74,6055.67,134777.75,132851.57,575.18,1351
Seattle,2018-10-28 0:00,Conventional,1.28,553753.64,100475.97,165774.49,5763.3,281739.88,103208.83,178267.36,263.69
South Carolina,2018-10-28 0:00,Conventional,0.89,472553.59,228992.9,46690,2321.86,194548.83,131113.28,61818.88,1616.67
South Central,2018-10-28 0:00,Conventional,0.77,7119384.64,2796469.47,974683.86,30916.05,3317315.26,2791543.34,520210.36,5561.56
Southeast,2018-10-28 0:00,Conventional,0.83,5852982.04,3298712.7,364928.82,22280.24,2167060.28,1082331.28,1070965.66,13763.34
Spokane,2018-10-28 0:00,Conventional,1.11,96019,22239.81,24818.56,118.19,48842.44,18490.75,30259.28,92.41
St. Louis,2018-10-28 0:00,Conventional,0.99,228513.62,114286.32,10694.61,636.58,102896.11,84767.33,18128.78,0
Syracuse,2018-10-28 0:00,Conventional,1.16,72021.71,2819.1,35980.49,65,33157.12,28654.46,4502.66,0
Tampa,2018-10-28 0:00,Conventional,0.81,711119.05,425156.22,43555.76,2164.42,240242.65,86172.41,154032.46,37.78
West,2018-10-28 0:00,Conventional,1.03,6121043.85,1547694.44,1529636.75,117721.82,2925990.84,1138347.27,1783213.27,4430.3
West Tex/New Mexico,2018-10-28 0:00,Conventional,0.91,727029.65,298031.45,106597.31,38616.73,283784.16,185327.69,97625.36,831.11
Total U.S.,2018-11-04 0:00,Conventional,1.01,38363282.73,12420772.32,10192035.49,528277.9,15222197.02,10602848.85,4538743.36,80604.81
Albany,2018-11-04 0:00,Conventional,1.31,85933.39,4021.46,69760.39,112,12039.54,8857.57,3181.97,0
Atlanta,2018-11-04 0:00,Conventional,0.91,707297.61,290875.55,31476.18,2000.78,382945.1,260623.17,122289.71,32.22
Baltimore/Washington,2018-11-04 0:00,Conventional,1.35,742322.93,105404.28,399167.02,7781.22,229970.41,215018.62,14951.79,0
Boise,2018-11-04 0:00,Conventional,1.19,89567.93,32943.78,6208.83,8069.59,42345.73,16097.88,26194.56,53.29
Boston,2018-11-04 0:00,Conventional,1.45,579101.75,9568.69,437188.03,1805.5,130539.53,107805.72,22733.81,0
Buffalo/Rochester,2018-11-04 0:00,Conventional,1.13,155351.45,8590.13,64468.66,166.94,82125.72,48707.7,33418.02,0
California,2018-11-04 0:00,Conventional,1.11,5904995.25,1931281.87,1761347.26,111659.98,2100706.14,1983386.45,54744.63,62575.06
Charlotte,2018-11-04 0:00,Conventional,1.13,234080.67,73961.3,65958.37,5903.26,88257.74,70244.77,18009.64,3.33
Chicago,2018-11-04 0:00,Conventional,1.33,638034.49,189298.45,276160.54,64290.83,108284.67,90401.93,17880.97,1.77
Cincinnati/Dayton,2018-11-04 0:00,Conventional,0.99,260985.58,61872.78,18828.87,8157.13,172126.8,159056.88,12570.69,499.23
Columbus,2018-11-04 0:00,Conventional,1.03,178688.51,49201.19,20682.62,1805.08,106999.62,74436.04,32563.58,0
Dallas/Ft. Worth,2018-11-04 0:00,Conventional,0.67,1540581.87,710321.39,233612.34,10501.44,586146.7,475777.19,110204.01,165.5
Denver,2018-11-04 0:00,Conventional,1,980731.37,112356.36,259651.36,12357.39,596366.26,118016.4,478343.19,6.67
Detroit,2018-11-04 0:00,Conventional,1.1,404695.53,99119.43,42550.91,28272.56,234752.63,185982.15,45481.25,3289.23
Grand Rapids,2018-11-04 0:00,Conventional,1.54,137379.52,3197.44,64787.27,24070.01,45324.8,34353.52,6107.62,4863.66
Great Lakes,2018-11-04 0:00,Conventional,1.12,3359436.59,768637.26,830653.69,188853.18,1571292.46,1081245.73,474563.16,15483.57
Harrisburg/Scranton,2018-11-04 0:00,Conventional,1.04,296283.86,47553.51,125735.8,405.29,122589.26,119747.52,2831.74,10
Hartford/Springfield,2018-11-04 0:00,Conventional,1.42,289998.48,6466.43,227804.62,565.28,55162.15,53835.69,1325.35,1.11
Houston,2018-11-04 0:00,Conventional,0.73,1535386.62,504380.55,305975.36,7753.76,717276.95,582092.35,135179.04,5.56
Indianapolis,2018-11-04 0:00,Conventional,1.05,169141.92,34884.79,35912.19,4928.97,93415.97,82561.94,10828.06,25.97
Jacksonville,2018-11-04 0:00,Conventional,0.94,249485.61,148994.3,12029.13,706.09,87756.09,38247.95,49508.14,0
Las Vegas,2018-11-04 0:00,Conventional,1.19,272362.97,60912.26,72532.07,7614.05,131304.59,67291.02,64013.57,0
Los Angeles,2018-11-04 0:00,Conventional,1,2781430.91,893172.68,370900.1,72123.76,1445234.37,1349736.54,40222.38,55275.45
Louisville,2018-11-04 0:00,Conventional,0.94,127229.57,33632.09,14431.26,117.39,79048.83,55888.72,23150.11,10
Miami/Ft. Lauderdale,2018-11-04 0:00,Conventional,0.96,1002568.67,632152.18,68447.04,3681.68,298287.77,154327.9,143938.76,21.11
Midsouth,2018-11-04 0:00,Conventional,1.08,3382044.3,934451.3,979460.03,29614.94,1438518.03,1139335.05,298947.72,235.26
Nashville,2018-11-04 0:00,Conventional,0.9,284134.29,125715.26,7900.91,332.39,150185.73,94839.88,55334.74,11.11
New Orleans/Mobile,2018-11-04 0:00,Conventional,1.01,290387.25,166333.37,17824.07,1097,105132.81,75778.9,29323.91,30
New York,2018-11-04 0:00,Conventional,1.37,1531745.84,58281.36,965160.82,7958.55,500345.11,482094.08,18228.75,22.28
Northeast,2018-11-04 0:00,Conventional,1.27,4504201.72,287610.29,2770949.29,16885.28,1428756.86,1191632.49,237078.46,45.91
Northern New England,2018-11-04 0:00,Conventional,1.32,396919.61,10003.82,334406.86,428.97,52079.96,25398.69,26681.27,0
Orlando,2018-11-04 0:00,Conventional,0.96,552907.96,334849.13,27825.64,3260.1,186973.09,95365.64,91597.45,10
Philadelphia,2018-11-04 0:00,Conventional,1.1,518117.29,34974.09,282862.23,1616.28,198664.69,187999.46,10650.64,14.59
Phoenix/Tucson,2018-11-04 0:00,Conventional,0.73,1292198.91,525003.4,326593.48,16824.2,423777.83,197707.16,226070.67,0
Pittsburgh,2018-11-04 0:00,Conventional,0.74,210757.83,75213.32,23542.61,3322.82,108679.08,29882.5,78793.25,3.33
Plains,2018-11-04 0:00,Conventional,0.91,2333663.89,1128012.19,481241.53,18438.4,705971.77,648083.13,57845.31,43.33
Portland,2018-11-04 0:00,Conventional,1.06,712726.32,59807.37,305227.97,14317.76,333373.22,88518.01,244266.94,588.27
Raleigh/Greensboro,2018-11-04 0:00,Conventional,1.1,323936.12,90242.06,110047.79,6508.95,117137.32,96574.37,20562.95,0
Richmond/Norfolk,2018-11-04 0:00,Conventional,0.99,277849.8,81350.22,60797.74,1887.47,133814.37,108247.74,25564.41,2.22
Roanoke,2018-11-04 0:00,Conventional,0.91,196822.43,49014.26,31402.96,146.74,116258.47,91811.14,24428.44,18.89
Sacramento,2018-11-04 0:00,Conventional,1.08,513035.76,146061.49,293043.17,1429.06,72502.04,71158.79,956.68,386.57
San Diego,2018-11-04 0:00,Conventional,1.13,453500.23,100093.84,145311.85,16790.03,191304.51,181055.17,10247.12,2.22
San Francisco,2018-11-04 0:00,Conventional,1.42,842532.25,290884.62,401951.34,6488.43,143207.86,141353.81,456.24,1397.81
Seattle,2018-11-04 0:00,Conventional,1.38,548842.96,81806.7,161525.75,2392.01,303118.5,91378.17,211398.69,341.64
South Carolina,2018-11-04 0:00,Conventional,0.99,438839.76,218584.7,42598.33,2572.4,175084.33,120952.07,54074.48,57.78
South Central,2018-11-04 0:00,Conventional,0.77,6878672.82,2787940.85,1198478.67,36555.11,2855698.19,2305797.83,549433.27,467.09
Southeast,2018-11-04 0:00,Conventional,0.95,5304178.67,2925805.59,313827.02,18784.62,2045761.44,1178650.56,866760.88,350
Spokane,2018-11-04 0:00,Conventional,1.22,91400.58,18721.01,22379.42,148.29,50151.86,17728.64,32379.37,43.85
St. Louis,2018-11-04 0:00,Conventional,1.14,174727.44,84595.91,10502.77,506.58,79122.18,56156.25,22965.93,0
Syracuse,2018-11-04 0:00,Conventional,1.15,73522,3982.03,37165.06,94,32280.91,19164.59,13116.32,0
Tampa,2018-11-04 0:00,Conventional,0.95,607562.45,362383.92,38697.85,1681.69,204798.99,86084.27,118712.5,2.22
West,2018-11-04 0:00,Conventional,1.01,6696089.52,1657032.96,1856078.01,107486.4,3075492.15,1074717.62,1999369.93,1404.6
West Tex/New Mexico,2018-11-04 0:00,Conventional,0.91,716356.01,300410.93,128309.43,17547.92,270087.73,176831.34,93253.06,3.33
Total U.S.,2018-11-11 0:00,Conventional,1,39042283.34,13355863.68,10385141.1,603032.8,14698245.76,10721367.16,3865596.48,111282.12
Albany,2018-11-11 0:00,Conventional,1.29,102802.1,4133.9,82075.47,132,16460.73,13582.3,2878.43,0
Atlanta,2018-11-11 0:00,Conventional,0.94,647115.08,268965.55,26762.72,1907.38,349479.43,251715.76,97753.68,9.99
Baltimore/Washington,2018-11-11 0:00,Conventional,1.4,747206.67,92447.52,400208.63,8816.75,245733.77,232039.84,13687.26,6.67
Boise,2018-11-11 0:00,Conventional,1.28,79519.19,30601.29,4255.08,10106.16,34556.66,18088.7,16368.05,99.91
Boston,2018-11-11 0:00,Conventional,1.45,583609.02,10379.89,438191.98,1936.94,133100.21,104725.35,28368.19,6.67
Buffalo/Rochester,2018-11-11 0:00,Conventional,1.12,165509.37,11100.48,65526.17,193.38,88689.34,52171.28,36511.39,6.67
California,2018-11-11 0:00,Conventional,1.02,6769569.54,1988282.17,2492369.81,106469.95,2182447.61,2057584.32,61365.22,63498.07
Charlotte,2018-11-11 0:00,Conventional,1.15,244184.18,84129.73,73206.42,6463.83,80384.2,66642.17,13738.7,3.33
Chicago,2018-11-11 0:00,Conventional,1.17,785857.87,170891.04,427924.85,61050.52,125991.46,102725.92,23194.63,70.91
Cincinnati/Dayton,2018-11-11 0:00,Conventional,0.85,328806.95,86827.41,25678.65,9295.59,207005.3,195146,11831.65,27.65
Columbus,2018-11-11 0:00,Conventional,0.89,233467.33,67120.52,25273.15,3296.26,137777.4,103395.67,34375.07,6.66
Dallas/Ft. Worth,2018-11-11 0:00,Conventional,0.66,1509062.05,848349.86,166270.1,9858.09,484584,371221.01,113310.37,52.62
Denver,2018-11-11 0:00,Conventional,1.16,790926.29,129162.89,168063.44,16089.82,477610.14,142990.56,334612.91,6.67
Detroit,2018-11-11 0:00,Conventional,0.95,520238.97,134162.33,47282.77,50581.09,288212.78,239368.93,39666.62,9177.23
Grand Rapids,2018-11-11 0:00,Conventional,1.48,154339.25,3980.88,62416.4,46250.54,41691.43,25403.07,980.73,15307.63
Great Lakes,2018-11-11 0:00,Conventional,1.02,4050240.66,953346.09,1035299.73,273713.81,1787881.03,1379946.59,362079,45855.44
Harrisburg/Scranton,2018-11-11 0:00,Conventional,1.03,302415.66,54232.41,156650.55,353.01,91179.69,88589.6,2586.76,3.33
Hartford/Springfield,2018-11-11 0:00,Conventional,1.44,310421.27,7969.04,235653.6,570.16,66228.47,61968.58,4249.89,10
Houston,2018-11-11 0:00,Conventional,0.67,1624401.11,781599.89,117461.62,4056.83,721282.77,580438.75,140839.58,4.44
Indianapolis,2018-11-11 0:00,Conventional,0.83,242366.54,62928.49,46310.04,6904.86,126223.15,109121.94,17095.14,6.07
Jacksonville,2018-11-11 0:00,Conventional,1.23,164226.76,84019.9,7245.48,690.54,72270.84,37789.83,34481.01,0
Las Vegas,2018-11-11 0:00,Conventional,0.99,340559.07,62877.99,110859.51,5415.2,161406.37,64996.36,96410.01,0
Los Angeles,2018-11-11 0:00,Conventional,1.03,2889753.57,905091.58,386725.61,68754.64,1529181.74,1434443.31,38872.83,55865.6
Louisville,2018-11-11 0:00,Conventional,0.98,118091.76,30902.61,17053.24,174.22,69961.69,50294.4,19657.03,10.26
Miami/Ft. Lauderdale,2018-11-11 0:00,Conventional,1.25,655166.01,394840.51,39803.4,4307.99,216214.11,129148.65,87065.46,0
Midsouth,2018-11-11 0:00,Conventional,1.1,3331031.3,981575.48,1011959.12,31483,1306013.7,1074907.5,231032.31,73.89
Nashville,2018-11-11 0:00,Conventional,0.96,242286.25,103993.39,8913.59,338.95,129040.32,95497.07,33543.25,0
New Orleans/Mobile,2018-11-11 0:00,Conventional,1.16,258466.34,150325.09,15447.27,1038,91655.98,65725.39,25927.26,3.33
New York,2018-11-11 0:00,Conventional,1.37,1603215.28,45978.69,914160.73,8025.49,635050.37,614798.19,20252.18,0
Northeast,2018-11-11 0:00,Conventional,1.3,4611369.31,239401.98,2847120.15,15361.81,1509485.37,1311197.22,198236.38,51.77
Northern New England,2018-11-11 0:00,Conventional,1.31,456434.57,11359.28,400296.28,365.18,44413.83,23688.26,20722.24,3.33
Orlando,2018-11-11 0:00,Conventional,1.21,385143.99,214801.1,17486.54,3502.19,149354.16,95664.6,53676.23,13.33
Philadelphia,2018-11-11 0:00,Conventional,1.2,486038.85,28863.58,276220.08,1649.67,179305.52,167381.39,11916,8.13
Phoenix/Tucson,2018-11-11 0:00,Conventional,0.69,1367886.66,574135.94,258244.86,11796.74,523709.12,201100.28,322608.84,0
Pittsburgh,2018-11-11 0:00,Conventional,1.26,112873.72,30628.75,17509.17,1481.38,63254.42,29979.84,33274.58,0
Plains,2018-11-11 0:00,Conventional,0.76,2651335.66,1605335.4,394195.86,20081.56,631722.84,584589.57,47103.07,30.2
Portland,2018-11-11 0:00,Conventional,1.19,553848.53,63255.26,227375.47,13296.37,249921.43,98322.16,151238.05,361.22
Raleigh/Greensboro,2018-11-11 0:00,Conventional,1.11,330000.62,104173.42,112331.21,6785.29,106710.7,87547.1,19146.93,16.67
Richmond/Norfolk,2018-11-11 0:00,Conventional,0.96,281852.15,92889.73,66474.54,1722.36,120765.52,102855.12,17907.07,3.33
Roanoke,2018-11-11 0:00,Conventional,0.87,190316.41,61600.03,37045.54,136.89,91533.95,72957.06,18573.56,3.33
Sacramento,2018-11-11 0:00,Conventional,1.1,512716.06,130946.23,313302.31,1611.36,66856.16,62854.3,3545.86,456
San Diego,2018-11-11 0:00,Conventional,1.16,508803.59,122710.84,157014.96,14771.18,214306.61,202990.65,11302.63,13.33
San Francisco,2018-11-11 0:00,Conventional,0.96,1232036.65,285432.07,821576.6,7064.69,117963.29,115423.68,1426.97,1112.64
Seattle,2018-11-11 0:00,Conventional,1.44,467213.43,95254.4,119853.21,1444.14,250661.68,109626.77,140594,440.91
South Carolina,2018-11-11 0:00,Conventional,1.08,390308.35,192751.27,42861.9,2766.99,151928.19,114517.27,37400.92,10
South Central,2018-11-11 0:00,Conventional,0.72,7175257.04,3661455.42,846552.39,30330.81,2636918.42,2064168.46,572498.22,251.74
Southeast,2018-11-11 0:00,Conventional,1.13,4013306.21,2104199.78,224360.78,20032.33,1664713.32,1101283.35,563379.97,50
Spokane,2018-11-11 0:00,Conventional,1.32,77703.42,20045.32,20767.07,79.44,36811.59,18923.66,17775.17,112.76
St. Louis,2018-11-11 0:00,Conventional,1.08,189657.69,89291.85,9791.77,634.62,89939.45,72812.24,17120.54,6.67
Syracuse,2018-11-11 0:00,Conventional,1.17,76044.27,4305.13,39442.91,71,32225.23,18187.29,14037.94,0
Tampa,2018-11-11 0:00,Conventional,1.22,407200.59,232456.65,20881.64,1830.53,152031.77,82684.03,69347.74,0
